docType,title,id,url,authority,programOwner,shortDesc,desc,policyFramework,category,region,topic,service,commodity,clientType,programStatus,createdDate,modifiedDate,publishedDate,desc_new
program,Grape Phylloxera,ONAFR-10704-en,http://www.omafra.gov.on.ca/english/crops/facts/88-125.htm,Provincial,ONAFR,Information on grape phylloxera,None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,AgribusinessesFoodProcessors,open,2020-08-24,2020-09-03,,Information on grape phylloxera
program,Information for Commercial Tender Fruit Growers in Ontario,ONAFR-10705-en,http://www.omafra.gov.on.ca/english/crops/hort/tender_fruit.html,Provincial,ONAFR,Information for Commercial Tender Fruit Growers in Ontario,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,Information for Commercial Tender Fruit Growers in Ontario
program,Apricot Cultivars,ONAFR-10706-en,http://www.omafra.gov.on.ca/english/crops/facts/02-035.htm,Provincial,ONAFR,This factsheet provides information on apricot cultivars,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,GeneralPublic,open,2020-08-24,2020-09-03,2020-09-03,This factsheet provides information on apricot cultivars
program,Cherry Cultivars,ONAFR-10707-en,http://www.omafra.gov.on.ca/english/crops/facts/02-037.htm,Provincial,ONAFR,This Factsheet provides information that will guide commercial growers in selecting fruit cultivars to plant.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,,This Factsheet provides information that will guide commercial growers in selecting fruit cultivars to plant.
program,Central Leader Pruning of Peach Trees,ONAFR-10708-en,http://www.omafra.gov.on.ca/english/crops/facts/central.htm,Provincial,ONAFR,Information on pruning of peach trees.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,Information on pruning of peach trees.
program,Peach and Nectarine Cultivars,ONAFR-10709-en,http://www.omafra.gov.on.ca/english/crops/facts/07-041.htm,Provincial,ONAFR,This Factsheet provides information that will guide commercial growers in selecting peach and nectarine cultivars to plant.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,,This Factsheet provides information that will guide commercial growers in selecting peach and nectarine cultivars to plant.
program,Peach and Nectarine Production,ONAFR-10710-en,http://www.omafra.gov.on.ca/english/crops/facts/peach.htm,Provincial,ONAFR,Information on peach and nectarine production,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,,Information on peach and nectarine production
program,Pears,ONAFR-10711-en,https://www.ontario.ca/foodland/food/pears,Provincial,ONAFR,Information on pears.,None,NotApplicable,GuidesInformation,Ontario,ProductDevelopmentCommercialization,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,Information on pears.
program,Pear Cultivars,ONAFR-10712-en,http://www.omafra.gov.on.ca/english/crops/facts/02-039.htm,Provincial,ONAFR,This Factsheet provides information that will guide commercial growers in selecting fruit cultivars to plant.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,This Factsheet provides information that will guide commercial growers in selecting fruit cultivars to plant.
program,Plum Cultivars - European and Japanese,ONAFR-10713-en,http://www.omafra.gov.on.ca/english/crops/facts/07-039.htm,Provincial,ONAFR,This Factsheet provides information that will guide commercial growers in selecting fruit cultivars to plant,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,,This Factsheet provides information that will guide commercial growers in selecting fruit cultivars to plant
program,Notes on Tender Fruit Diseases and Insects,ONAFR-10714-en,http://www.omafra.gov.on.ca/english/crops/pub360/notes/tfruit.htm,Provincial,ONAFR,Information on tender fruit diseases and insects,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,Information on tender fruit diseases and insects
program,Scale Insect Pests of Tree Fruit,ONAFR-10715-en,http://www.omafra.gov.on.ca/english/crops/facts/90-120.htm,Provincial,ONAFR,This factsheet contains information on insect pests.,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,This factsheet contains information on insect pests.
program,Sharka Of Stone Fruit And Ornamental Prunus Species,ONAFR-10716-en,http://www.omafra.gov.on.ca/english/crops/facts/02-001.htm,Provincial,ONAFR,Information on sharka.,None,NotApplicable,GuidesInformation,Ontario,PestManagement,LandInfrastructure,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,,Information on sharka.
program,Recommendation for Harvest and Storage of Pears,ONAFR-10717-en,http://www.omafra.gov.on.ca/english/crops/facts/12-041.htm,Provincial,ONAFR,This factsheet provides recommendations,None,NotApplicable,GuidesInformation,Ontario,CropProduction,LandInfrastructure,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,This factsheet provides recommendations
program,Commercial Vegetable Production,ONAFR-10718-en,http://www.omafra.gov.on.ca/english/crops/hort/vegetable.html,Provincial,ONAFR,Information on commercial vegetable production,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,Information on commercial vegetable production
program,Growing Non-traditional Crops in Ontario,ONAFR-10719-en,http://www.omafra.gov.on.ca/english/crops/facts/09-043w.htm,Provincial,ONAFR,"Non-traditional crops are commonly thought of as low acreage, niche crops such as ethnic fruits and vegetables, culinary and medicinal herbs, and plants for industrial uses. This Factsheet summarizes information important to growing non-traditional crops.",None,NotApplicable,GuidesInformation,Ontario,CropProduction,LandInfrastructure,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,,"Non-traditional crops are commonly thought of as low acreage, niche crops such as ethnic fruits and vegetables, culinary and medicinal herbs, and plants for industrial uses. This Factsheet summarizes information important to growing non-traditional crops."
program,Growing Vegetable Transplants in Plug Trays,ONAFR-10720-en,http://www.omafra.gov.on.ca/english/crops/facts/transplants-plugtrays.htm,Provincial,ONAFR,Information on growing vegetable transplants in plug trays.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,Information on growing vegetable transplants in plug trays.
program,Season Extension Techniques for Vegetable Crops,ONAFR-10721-en,http://www.omafra.gov.on.ca/english/crops/hort/Season_Extension.htm,Provincial,ONAFR,Information on techniques for extending the growing season.,None,NotApplicable,GuidesInformation,Ontario,OrganicGreenhouseFarming,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,Information on techniques for extending the growing season.
program,Where to Find Vegetable Variety Trial Information,ONAFR-10722-en,http://www.omafra.gov.on.ca/english/crops/facts/vegtrial.htm,Provincial,ONAFR,Information on where to find vegetable variety trial reports,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,Information on where to find vegetable variety trial reports
program,Management of Organic Soils,ONAFR-10723-en,http://www.omafra.gov.on.ca/english/crops/facts/93-053.htm,Provincial,ONAFR,This factsheet provides information on organic soils.,None,NotApplicable,GuidesInformation,Ontario,OrganicGreenhouseFarming,LandInfrastructure,GrainsCerealsOtherCrops,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,This factsheet provides information on organic soils.
program,Understanding Nitrogen,ONAFR-10724-en,http://www.omafra.gov.on.ca/english/crops/facts/info_nitrogen.htm,Provincial,ONAFR,Information on Nitrogen,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,Information on Nitrogen
program,Water,ONAFR-10725-en,http://www.omafra.gov.on.ca/english/environment/water.htm,Provincial,ONAFR,Information and resources related to water.,None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,FinancialSupportIncentives,Nonspecific,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,Information and resources related to water.
program,"Other Vegetables Asparagus, Culinary Herbs, Rhubarb",ONAFR-10726-en,http://www.omafra.gov.on.ca/english/crops/hort/otherveg_crops.html,Provincial,ONAFR,Information on other types of vegetables.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,Information on other types of vegetables.
program,Greenhouse Crops in Ontario,ONAFR-10727-en,http://www.omafra.gov.on.ca/english/crops/hort/greenhouse.html,Provincial,ONAFR,OMAFRA publications provide extensive information on crop production and pest control for greenhouse floriculture and vegetable crops.,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,GeneralPublic,open,2020-08-24,2020-09-03,2020-09-03,OMAFRA publications provide extensive information on crop production and pest control for greenhouse floriculture and vegetable crops.
program,Crop Scouting - Resources for Vegetable Crop Scouts,ONAFR-10728-en,http://www.omafra.gov.on.ca/english/crops/facts/cropscoutveg.htm,Provincial,ONAFR,Information on integrated pest management.,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,Information on integrated pest management.
program,Air Pollution Injury on Potatoes,ONAFR-10729-en,http://www.omafra.gov.on.ca/english/crops/facts/91-015.htm,Provincial,ONAFR,Potato plants can be injured when exposed to high concentrations of various air pollutants.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,,Potato plants can be injured when exposed to high concentrations of various air pollutants.
program,Walnut Toxicity,ONAFR-10730-en,http://www.omafra.gov.on.ca/english/crops/facts/info_walnut_toxicity.htm,Provincial,ONAFR,The toxicity of walnuts is discussed.,None,NotApplicable,GuidesInformation,Ontario,FoodSafetyTraceabilityBiosecurity,GeospatialClimateDataMapsTools,Nonspecific,EquineBusinesses,open,2020-08-24,2020-09-03,,The toxicity of walnuts is discussed.
program,European Corn Borer in Sweet Corn and Other Horticultural Crops,ONAFR-10731-en,http://www.omafra.gov.on.ca/english/crops/facts/97-019.htm,Provincial,ONAFR,"This Factsheet will look at the adult, egg and larva stages of the corn borer.",None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,AgribusinessesFoodProcessors,open,2020-08-24,2020-09-03,2020-09-03,"This Factsheet will look at the adult, egg and larva stages of the corn borer."
program,Leafminers Attacking Greenhouse Crops,ONAFR-10732-en,http://www.omafra.gov.on.ca/english/crops/facts/14-037.htm,Provincial,ONAFR,This Factsheet will look at leafminers and greenhouse crops.,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,,This Factsheet will look at leafminers and greenhouse crops.
program,Managing Cutworms in Vegetable Crops,ONAFR-10733-en,http://www.omafra.gov.on.ca/english/crops/facts/00-055.htm,Provincial,ONAFR,This Factsheet will look at managing cut worms.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,This Factsheet will look at managing cut worms.
program,Managing Wireworms in Vegetable Crops,ONAFR-10734-en,http://www.omafra.gov.on.ca/english/crops/facts/00-047.htm,Provincial,ONAFR,This Factsheet will look at wireworms.,None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,,This Factsheet will look at wireworms.
program,Tarnished Plant Bug Damage on Vegetable Crops in Ontario,ONAFR-10735-en,http://www.omafra.gov.on.ca/english/crops/facts/98-025.htm,Provincial,ONAFR,"This Factsheet will summarize symptoms of damage, monitoring guidelines and management options for several vegetable crops",None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,AgribusinessesFoodProcessors,open,2020-08-24,2020-09-03,2020-09-03,"This Factsheet will summarize symptoms of damage, monitoring guidelines and management options for several vegetable crops"
program,Climate Zones and Planting Dates for Vegetables in Ontario,ONAFR-10736-en,http://www.omafra.gov.on.ca/english/crops/facts/climzoneveg.htm,Provincial,ONAFR,Information on climate zones and planting dates for vegetables.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,,Information on climate zones and planting dates for vegetables.
program,Ontario Vegetable Research Collection - Start Exploring,ONAFR-10737-en,http://www.omafra.gov.on.ca/english/crops/ovrc/ontariovegresearch.htm,Provincial,ONAFR,A collection of reports on applied vegetable research in Ontario,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,AgribusinessesFoodProcessors,open,2020-08-24,2020-09-03,2020-09-03,A collection of reports on applied vegetable research in Ontario
program,Downy Mildew of Greenhouse Cucumber,ONAFR-10738-en,http://www.omafra.gov.on.ca/english/crops/facts/09-013w.htm,Provincial,ONAFR,This Factsheet will summarize symptoms mildew of greenhouse cucumbers.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,LandInfrastructure,FruitsVegetablesOtherHorticulture,AgribusinessesFoodProcessors,open,2020-08-24,2020-09-03,2020-09-03,This Factsheet will summarize symptoms mildew of greenhouse cucumbers.
program,Fusarium Stem and Fruit Rot of Greenhouse Pepper,ONAFR-10739-en,http://www.omafra.gov.on.ca/english/crops/facts/01-083.htm,Provincial,ONAFR,This Factsheet discusses fusarium stem and fruit rot.,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,This Factsheet discusses fusarium stem and fruit rot.
program,Fusarium Stem and Root Rot of Greenhouse Cucumber,ONAFR-10740-en,http://www.omafra.gov.on.ca/english/crops/facts/01-081.htm,Provincial,ONAFR,This factsheet discusses fusarium stem and root rot of greenhouse cucumber,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,This factsheet discusses fusarium stem and root rot of greenhouse cucumber
program,Gummy Stem Blight of Greenhouse Cucumber,ONAFR-10741-en,http://www.omafra.gov.on.ca/english/crops/facts/09-051w.htm,Provincial,ONAFR,This factsheet discusses gummy stem blight of greenhouse cucumber,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,This factsheet discusses gummy stem blight of greenhouse cucumber
program,Management of Pepino Mosaic Virus in Greenhouse Tomatoes,ONAFR-10742-en,http://www.omafra.gov.on.ca/english/crops/facts/01-017.htm,Provincial,ONAFR,This factsheet discusses management of pepino mosaic virus,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,This factsheet discusses management of pepino mosaic virus
program,Index of Newsletter Articles on Weed Management,ONAFR-10743-en,http://www.omafra.gov.on.ca/english/crops/hort/news/weedarticle2.htm,Provincial,ONAFR,Here is an index of articles on weed management indexed by crop and by topic.,None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,GeospatialClimateDataMapsTools,FertilizersPesticides,AgribusinessesFoodProcessors,open,2020-08-24,2020-09-03,2020-09-03,Here is an index of articles on weed management indexed by crop and by topic.
program,Aphids in Greenhouse Crops,ONAFR-10744-en,http://www.omafra.gov.on.ca/english/crops/facts/06-081.htm,Provincial,ONAFR,This factsheet discusses aphids in greenhouse crops,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,This factsheet discusses aphids in greenhouse crops
program,Fungus Gnats and Shoreflies in Greenhouse Crops,ONAFR-10745-en,http://www.omafra.gov.on.ca/english/crops/facts/14-003.htm,Provincial,ONAFR,This factsheet discusses fungus gnats and shoreflies in greenhouse crops,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,This factsheet discusses fungus gnats and shoreflies in greenhouse crops
program,Protocol for Managing Thrips and the Tomato Spotted Wilt Virus,ONAFR-10746-en,http://www.omafra.gov.on.ca/english/crops/facts/90-054.htm,Provincial,ONAFR,This factsheet discusses protocol for managing thrips and the tomato spotted wilt virus,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-24,2020-09-03,2020-09-03,This factsheet discusses protocol for managing thrips and the tomato spotted wilt virus
program,Managing the Lygus Bug in Greenhouse Crops,ONAFR-10747-en,http://www.omafra.gov.on.ca/english/crops/facts/12-015.htm,Provincial,ONAFR,This factsheet discusses Lygus Bug in greenhouse crops,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-14,2020-09-14,This factsheet discusses Lygus Bug in greenhouse crops
program,"Mite Pests in Greenhouse Crops: Description, Biology and Management",ONAFR-10748-en,http://www.omafra.gov.on.ca/english/crops/facts/14-013.htm,Provincial,ONAFR,This factsheet discusses mite pests in greenhouse crops.,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FertilizersPesticides,FarmersFoodProducers,open,2020-08-26,2020-09-16,,This factsheet discusses mite pests in greenhouse crops.
program,Sanitation Guidelines for Management of Pests and Diseases of Greenhouse Vegetables,ONAFR-10749-en,http://www.omafra.gov.on.ca/english/crops/facts/14-033.htm,Provincial,ONAFR,"Sanitation is an important cultural strategy for protection of greenhouse crops from arthropod (insect and mite) pests. Sanitation for greenhouse crops requires the destruction or removal of not only infested materials, and also potential sources of infestation.",None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-16,,"Sanitation is an important cultural strategy for protection of greenhouse crops from arthropod (insect and mite) pests. Sanitation for greenhouse crops requires the destruction or removal of not only infested materials, and also potential sources of infestation."
program,Screening of Greenhouses for Insect Exclusion,ONAFR-10750-en,http://www.omafra.gov.on.ca/english/crops/facts/00-021.htm,Provincial,ONAFR,This factsheet discusses screening of greenhouses for insect exclusion.,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,GrainsCerealsOtherCrops,FarmersFoodProducers,open,2020-08-26,2020-09-16,2020-09-16,This factsheet discusses screening of greenhouses for insect exclusion.
program,Controlling slugs and snails in the greenhouse,ONAFR-10751-en,http://www.omafra.gov.on.ca/english/crops/hort/news/grower/2004/10gn04a1.htm,Provincial,ONAFR,"Slugs and snails are unlikely to make it onto the top of the pest priority list for most greenhouse growers, especially when compared to major pests such as thrips, whitefly, aphids and mites. However, they remain as one of those irritating, minor pests that most growers at some point have had to deal with, not only for the damage they can cause, but also because they can be so difficult to get rid of.",None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-16,2020-09-16,"Slugs and snails are unlikely to make it onto the top of the pest priority list for most greenhouse growers, especially when compared to major pests such as thrips, whitefly, aphids and mites. However, they remain as one of those irritating, minor pests that most growers at some point have had to deal with, not only for the damage they can cause, but also because they can be so difficult to get rid of."
program,"Thrips in Greenhouse Crops - Biology, Damage and Management",ONAFR-10752-en,http://www.omafra.gov.on.ca/english/crops/facts/14-001.htm,Provincial,ONAFR,This factsheet provides information on thrips.,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-16,2020-09-16,This factsheet provides information on thrips.
program,Carbon Dioxide In Greenhouses,ONAFR-10753-en,http://www.omafra.gov.on.ca/english/crops/facts/00-077.htm,Provincial,ONAFR,This factsheet discusses carbon dioxide in greenhouses.,None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-16,2020-09-16,This factsheet discusses carbon dioxide in greenhouses.
program,Managing Minor Phosphorus Leaks in Greenhouses,ONAFR-10754-en,http://www.omafra.gov.on.ca/english/engineer/facts/17-021.htm,Provincial,ONAFR,This factsheet provides information on phosphorus leaks in greenhouses.,None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,LandInfrastructure,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-16,2020-09-16,This factsheet provides information on phosphorus leaks in greenhouses.
program,Tomato Pinworm - Biology and Control Strategies for Greenhouse Tomato Crops,ONAFR-10755-en,http://www.omafra.gov.on.ca/english/crops/facts/04-025.htm,Provincial,ONAFR,This factsheet provides information on tomato pinworm.,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-16,2020-09-16,This factsheet provides information on tomato pinworm.
program,The Ontario Greenhouse Floriculture Industry,ONAFR-10756-en,http://www.omafra.gov.on.ca/english/crops/facts/greenflor.htm,Provincial,ONAFR,"The Ontario greenhouse flower industry has had significant growth over the past 20 years. It is an agricultural sector with relatively low profile. However based on farm gate sales, it is one of the largest within horticulture. Modest growth has occurred even through times of recession in the rest of the Canadian economy. It is a very dynamic, aggressive and technologically advanced industry.",None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,FinancialSupportIncentives,FruitsVegetablesOtherHorticulture,GeneralPublic,open,2020-08-26,2020-09-16,2020-09-16,"The Ontario greenhouse flower industry has had significant growth over the past 20 years. It is an agricultural sector with relatively low profile. However based on farm gate sales, it is one of the largest within horticulture. Modest growth has occurred even through times of recession in the rest of the Canadian economy. It is a very dynamic, aggressive and technologically advanced industry."
program,Use of Biomass for Heating Greenhouses in Ontario,ONAFR-10757-en,http://www.omafra.gov.on.ca/english/crops/facts/08-015w.htm,Provincial,ONAFR,This Factsheet has been published as a service for Ontario greenhouse operations only,None,NotApplicable,GuidesInformation,Ontario,EquipmentMachineryProcessing,LandInfrastructure,Bioproducts,FarmersFoodProducers,open,2020-08-26,2020-09-21,2020-09-21,This Factsheet has been published as a service for Ontario greenhouse operations only
program,Agroforestry,ONAFR-10758-en,http://www.omafra.gov.on.ca/english/crops/hort/agrofore.html,Provincial,ONAFR,This page contains information on Agroforestry,None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,GeospatialClimateDataMapsTools,Nonspecific,FarmersFoodProducers,open,2020-08-26,2020-09-24,2020-09-21,This page contains information on Agroforestry
program,Common Disorders of Broad-Leaved Trees,ONAFR-10759-en,http://www.omafra.gov.on.ca/english/crops/facts/09-069w.htm,Provincial,ONAFR,This Factsheet is intended to be a technical resource for the landscape and nursery industry,None,NotApplicable,GuidesInformation,Ontario,SectorCompetitivenessAdaptation,LandInfrastructure,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-24,2020-09-24,This Factsheet is intended to be a technical resource for the landscape and nursery industry
program,Tree Nuts and Food Allergy Basics,ONAFR-10760-en,http://www.omafra.gov.on.ca/english/crops/facts/info_treenuts.htm,Provincial,ONAFR,This page provides information on tree nuts.,None,NotApplicable,GuidesInformation,Ontario,FoodSafetyTraceabilityBiosecurity,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-24,2020-09-24,This page provides information on tree nuts.
program,Farm Tile Drains and Tree Roots,ONAFR-10761-en,http://www.omafra.gov.on.ca/english/crops/facts/12-055.htm,Provincial,ONAFR,This factsheet provides information on farm tile drains.,None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,LandInfrastructure,Nonspecific,FarmersFoodProducers,open,2020-08-26,2020-09-24,2020-09-24,This factsheet provides information on farm tile drains.
program,Spruce Galls,ONAFR-10762-en,http://www.omafra.gov.on.ca/english/crops/facts/spgall.htm,Provincial,ONAFR,This info sheet provides information on spruce galls.,None,NotApplicable,GuidesInformation,Ontario,PestManagement,GeospatialClimateDataMapsTools,Nonspecific,AgribusinessesFoodProcessors,open,2020-08-26,2020-09-24,,This info sheet provides information on spruce galls.
program,Ginseng &amp; Herbs in Ontario,ONAFR-10763-en,http://www.omafra.gov.on.ca/english/crops/hort/ginseng.html,Provincial,ONAFR,This page provides information on ginseng and herbs in Ontario,None,NotApplicable,GuidesInformation,Ontario,CropProduction,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-24,2020-09-24,This page provides information on ginseng and herbs in Ontario
program,Cost of Production of Ginseng in Ontario,ONAFR-10764-en,http://www.omafra.gov.on.ca/english/crops/facts/gincop.htm,Provincial,ONAFR,This page discusses the cost of producing field cultivated ginseng in Ontario,None,NotApplicable,GuidesInformation,Ontario,EquipmentMachineryProcessing,LandInfrastructure,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-24,2020-09-24,This page discusses the cost of producing field cultivated ginseng in Ontario
program,Specialty Crops,ONAFR-10765-en,http://www.omafra.gov.on.ca/CropOp/en/index.html,Provincial,ONAFR,A resource for specialty crop growers.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,FinancialSupportIncentives,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-24,,A resource for specialty crop growers.
